Sno,Salary,Country,Race
3369,70000,Canada,White
3370,210000,Canada,Asian
3371,140000,Australia,Asian
3372,50000,China,White
3373,110000,USA,Hispanic
3374,60000,UK,White
3375,160000,USA,African American
3376,75000,China,Chinese
3377,200000,Canada,White
3378,100000,USA,Hispanic
3379,55000,Canada,Black
3380,170000,China,Chinese
3381,90000,USA,African American
3382,80000,Canada,White
3383,180000,USA,White
3384,60000,China,Chinese
3385,120000,USA,White
3386,80000,UK,Asian
3387,60000,Canada,White
3388,50000,China,White
3389,160000,Canada,Asian
3390,120000,Australia,Asian
3391,40000,USA,Hispanic
3392,100000,Australia,Australian
3393,75000,Canada,Black
3394,140000,Australia,Australian
3395,50000,Australia,Australian
3396,110000,UK,Asian
3397,45000,USA,Hispanic
3398,55000,UK,Mixed
3399,130000,USA,Asian
3400,50000,China,White
3401,80000,USA,White
3402,45000,China,White
3403,32000,USA,Hispanic
3404,120000,USA,Asian
3405,65000,USA,White
3406,95000,China,White
3407,80000,USA,White
3408,38000,Canada,White
3409,110000,Canada,White
3410,45000,USA,White
3411,89000,Canada,Black
3412,32000,USA,Hispanic
3413,70000,UK,Welsh
3414,150000,Australia,Australian
3415,40000,Australia,Australian
3416,105000,Australia,White
3417,65000,USA,White
3418,140000,UK,Welsh
3419,50000,Australia,Asian
3420,35000,USA,White
3421,115000,China,Chinese
3422,70000,Australia,White
3423,80000,USA,White
3424,30000,Australia,Australian
3425,135000,Canada,Black
3426,40000,Australia,White
3427,105000,USA,Asian
3428,35000,Canada,White
3429,120000,China,Chinese
3430,55000,UK,White
3431,45000,Canada,Asian
3432,140000,Canada,Asian
3433,55000,Australia,Asian
3434,115000,Australia,White
3435,70000,Canada,White
3436,38000,Australia,Australian
3437,135000,China,Chinese
3438,45000,Canada,White
3439,85000,Canada,Black
3440,32000,USA,Asian
3441,150000,UK,Welsh
3442,65000,Canada,White
3443,32000,USA,Asian
3444,120000,UK,Asian
3445,40000,Australia,Australian
3446,95000,China,White
3447,35000,USA,African American
3448,140000,Australia,White
3449,55000,China,Korean
3450,80000,China,Korean
3451,135000,UK,Asian
3452,45000,Canada,Asian
3453,95000,USA,Hispanic
3454,32000,UK,White
3455,70000,China,Chinese
3456,120000,Canada,Asian
3457,70000,Canada,Asian
3458,85000,USA,African American
3459,33000,Australia,Asian
3460,150000,Australia,Asian
3461,50000,UK,Mixed
3462,32000,UK,Mixed
3463,115000,UK,Asian
3464,40000,Australia,Australian
3465,105000,UK,Welsh
3466,35000,UK,Mixed
3467,135000,China,White
3468,65000,UK,White
3469,80000,Australia,White
3470,140000,USA,African American
3471,45000,China,Korean
3472,95000,UK,Welsh
3473,32000,Canada,Asian
3474,70000,UK,Mixed
3475,120000,Canada,White
3476,70000,China,White
3477,85000,UK,Asian
3478,33000,Australia,Australian
3479,150000,UK,White
3480,50000,Australia,Australian
3481,32000,China,Chinese
3482,115000,Canada,Black
3483,40000,USA,Hispanic
3484,105000,Australia,White
3485,35000,Canada,White
3486,135000,UK,Welsh
3487,65000,Canada,White
3488,80000,Australia,Australian
3489,140000,UK,Asian
3490,45000,China,Korean
3491,95000,UK,Asian
3492,32000,Australia,Australian
3493,70000,UK,Asian
3494,120000,Australia,Asian
3495,70000,UK,Mixed
3496,85000,Australia,Asian
3497,33000,USA,Hispanic
3498,150000,Canada,Asian
3499,50000,China,Chinese
3500,32000,USA,Hispanic
3501,115000,China,White
3502,40000,China,Chinese
3503,105000,Australia,Asian
3504,35000,Australia,White
3505,135000,UK,White
3506,65000,Canada,Asian
3507,80000,Australia,Asian
3508,140000,USA,White
3509,45000,Australia,Australian
3510,95000,USA,White
3511,32000,China,Chinese
3512,70000,Canada,White
3513,120000,China,Korean
3514,70000,Canada,Black
3515,85000,USA,Asian
3516,33000,UK,Asian
3517,150000,UK,Mixed
3518,50000,Australia,Australian
3519,32000,Canada,Asian
3520,115000,Canada,Asian
3521,45000,China,Korean
3522,32000,China,Korean
3523,120000,Canada,Black
3524,65000,China,Chinese
3525,95000,UK,White
3526,80000,UK,White
3527,38000,UK,Mixed
3528,110000,UK,Mixed
3529,45000,USA,White
3530,89000,UK,White
3531,32000,Australia,White
3532,70000,Australia,Australian
3533,150000,UK,Welsh
3534,40000,Canada,White
3535,105000,China,Korean
3536,65000,Australia,White
3537,140000,China,White
3538,50000,USA,Asian
3539,35000,UK,Mixed
3540,115000,USA,Asian
3541,70000,Australia,White
3542,80000,Australia,Australian
3543,30000,China,White
3544,135000,USA,African American
3545,40000,USA,Asian
3546,105000,UK,Asian
3547,35000,China,White
3548,120000,Australia,White
3549,55000,Canada,Asian
3550,45000,USA,African American
3551,140000,UK,Asian
3552,55000,Canada,White
3553,115000,China,Chinese
3554,70000,USA,Hispanic
3555,38000,China,Korean
3556,135000,USA,Asian
3557,45000,Canada,White
3558,85000,UK,White
3559,32000,China,Korean
3560,150000,Canada,Asian
3561,65000,USA,White
3562,32000,Australia,Asian
3563,120000,Australia,White
3564,40000,UK,Welsh
3565,95000,Canada,White
3566,35000,Canada,Black
3567,140000,USA,Asian
3568,55000,UK,Welsh
3569,80000,Canada,Asian
3570,135000,China,Korean
3571,45000,UK,White
3572,95000,Australia,Asian
3573,32000,UK,Mixed
3574,70000,Canada,White
3575,120000,USA,African American
3576,70000,China,White
3577,85000,China,Chinese
3578,33000,UK,Mixed
3579,150000,USA,African American
3580,50000,China,Chinese
3581,32000,USA,Hispanic
3582,115000,USA,White
3583,40000,China,Chinese
3584,105000,USA,Asian
3585,35000,Australia,White
3586,135000,USA,African American
3587,65000,Canada,Black
3588,80000,Canada,Asian
3589,140000,Australia,Australian
3590,45000,Australia,White
3591,95000,USA,White
3592,32000,Australia,White
3593,70000,UK,White
3594,120000,Canada,Black
3595,70000,UK,Mixed
3596,85000,Australia,Asian
3597,33000,Australia,Australian
3598,150000,Australia,Asian
3599,50000,Australia,Australian
3600,32000,Canada,White
3601,115000,Australia,White
3602,40000,Canada,Black
3603,105000,Australia,Asian
3604,35000,Canada,White
3605,135000,China,Korean
3606,65000,USA,Hispanic
3607,80000,China,White
3608,140000,China,Chinese
3609,45000,Australia,Asian
3610,95000,UK,Welsh
3611,32000,USA,Asian
3612,70000,Australia,Asian
3613,120000,USA,African American
3614,70000,UK,White
3615,85000,UK,Asian
3616,33000,Canada,Asian
3617,150000,USA,White
3618,50000,UK,Welsh
3619,32000,Canada,Asian
3620,115000,China,White
3621,40000,China,White
3622,105000,China,White
3623,35000,China,Chinese
3624,135000,UK,Asian
3625,65000,UK,White
3626,80000,Australia,Asian
3627,140000,USA,White
3628,45000,UK,Welsh
3629,95000,Australia,Australian
3630,32000,UK,Mixed
3631,70000,China,White
3632,120000,China,Chinese
3633,70000,USA,Hispanic
3634,85000,USA,White
3635,33000,Canada,Asian
3636,150000,USA,Hispanic
3637,50000,UK,Mixed
3638,32000,UK,White
3639,115000,Australia,White
3640,60000,China,Korean
3641,100000,China,Korean
3642,150000,Canada,Black
3643,55000,China,White
3644,30000,China,Korean
3645,70000,UK,Welsh
3646,90000,UK,Asian
3647,40000,Canada,White
3648,130000,Australia,White
3649,75000,Australia,Asian
3650,35000,China,White
3651,110000,Canada,Black
3652,65000,Canada,Black
3653,180000,China,Chinese
3654,35000,Australia,White
3655,120000,China,Chinese
3656,75000,USA,Hispanic
3657,30000,USA,African American
3658,160000,USA,Hispanic
3659,60000,Australia,Asian
3660,85000,China,White
3661,70000,China,Chinese
3662,50000,Australia,Australian
3663,140000,Australia,Asian
3664,75000,UK,Asian
3665,35000,China,Chinese
3666,110000,UK,Welsh
3667,65000,Canada,White
3668,180000,Canada,White
3669,35000,China,Chinese
3670,120000,China,Chinese
3671,75000,UK,Mixed
3672,30000,USA,African American
3673,160000,Canada,Asian
3674,60000,China,Chinese
3675,85000,USA,African American
3676,70000,UK,Welsh
3677,50000,Canada,Black
3678,140000,China,White
3679,75000,Australia,Asian
3680,35000,Australia,White
3681,110000,UK,Welsh
3682,65000,Australia,White
3683,180000,UK,White
3684,35000,Australia,White
3685,120000,UK,White
3686,75000,China,Korean
3687,30000,Australia,Asian
3688,160000,Australia,White
3689,60000,Canada,White
3690,85000,China,Korean
3691,70000,UK,Asian
3692,50000,China,Chinese
3693,140000,China,Chinese
3694,75000,Canada,Black
3695,35000,UK,White
3696,110000,UK,Mixed
3697,65000,China,Chinese
3698,180000,Canada,Black
3699,35000,USA,Asian
3700,120000,Australia,White
3701,75000,China,Chinese
3702,30000,Australia,Australian
3703,160000,Canada,White
3704,60000,Australia,Asian
3705,85000,China,Korean
3706,70000,China,Korean
3707,50000,UK,Asian
3708,140000,Australia,Australian
3709,75000,Australia,White
3710,35000,Australia,White
3711,110000,UK,Asian
3712,65000,USA,African American
3713,180000,UK,Asian
3714,35000,Australia,White
3715,120000,Australia,White
3716,75000,Australia,White
3717,30000,Australia,Australian
3718,160000,Canada,Black
3719,60000,USA,African American
3720,85000,Canada,White
3721,70000,China,White
3722,50000,Australia,Asian
3723,140000,USA,African American
3724,75000,China,Korean
3725,35000,UK,White
3726,110000,China,Chinese
3727,65000,UK,Mixed
3728,180000,China,White
3729,35000,USA,Asian
3730,120000,Canada,Asian
3731,75000,Australia,Asian
3732,30000,Australia,Asian
3733,160000,China,White
3734,60000,Australia,Asian
3735,85000,Canada,White
3736,70000,USA,African American
3737,50000,Canada,White
3738,140000,USA,White
3739,75000,UK,White
3740,35000,Australia,Australian
3741,110000,China,White
3742,65000,China,White
3743,180000,Canada,White
3744,35000,UK,Mixed
3745,120000,Canada,White
3746,75000,USA,White
3747,30000,China,White
3748,160000,Australia,Australian
3749,60000,USA,African American
3750,85000,Australia,Australian
3751,70000,Canada,White
3752,50000,UK,Welsh
3753,140000,USA,African American
3754,75000,Australia,Australian
3755,35000,UK,Welsh
3756,110000,Australia,White
3757,65000,Australia,Australian
3758,180000,Canada,Black
3759,35000,Canada,Black
3760,120000,China,White
3761,75000,Australia,Australian
3762,30000,UK,Welsh
3763,160000,UK,White
3764,60000,Australia,White
3765,60000,UK,Asian
3766,100000,UK,Welsh
3767,150000,USA,Asian
3768,55000,Canada,Asian
3769,30000,Canada,Asian
3770,70000,China,Chinese
3771,90000,China,White
3772,40000,Canada,Black
3773,130000,USA,White
3774,75000,USA,Hispanic
3775,35000,Australia,Asian
3776,110000,China,White
3777,65000,Canada,White
3778,180000,UK,White
3779,35000,USA,Hispanic
3780,120000,USA,White
3781,75000,China,White
3782,30000,USA,Hispanic
3783,160000,Australia,Asian
3784,60000,Canada,Asian
3785,85000,UK,Welsh
3786,70000,USA,Asian
3787,50000,USA,African American
3788,140000,UK,Welsh
3789,75000,UK,White
3790,35000,China,White
3791,110000,USA,White
3792,65000,Canada,Asian
3793,180000,Canada,White
3794,35000,Australia,White
3795,120000,USA,White
3796,75000,China,Chinese
3797,30000,China,Chinese
3798,160000,Australia,Australian
3799,60000,UK,Welsh
3800,85000,USA,Asian
3801,70000,USA,African American
3802,50000,UK,Welsh
3803,140000,USA,Hispanic
3804,75000,USA,Asian
3805,35000,USA,African American
3806,110000,USA,African American
3807,65000,UK,Mixed
3808,180000,Canada,Black
3809,35000,China,Chinese
3810,120000,USA,African American
3811,75000,UK,Welsh
3812,30000,China,White
3813,160000,Canada,White
3814,60000,China,Korean
3815,85000,China,Korean
3816,70000,UK,Mixed
3817,50000,USA,Asian
3818,140000,UK,Welsh
3819,75000,Australia,Australian
3820,35000,USA,White
3821,110000,Australia,Australian
3822,65000,Canada,Asian
3823,180000,UK,Welsh
3824,35000,Australia,Asian
3825,120000,Canada,Asian
3826,75000,China,Chinese
3827,30000,China,Chinese
3828,160000,Canada,Asian
3829,60000,China,White
3830,85000,Canada,Black
3831,70000,Canada,White
3832,50000,China,Korean
3833,140000,UK,Welsh
3834,75000,Canada,White
3835,35000,Australia,Australian
3836,110000,USA,African American
3837,65000,Australia,Asian
3838,180000,Australia,White
3839,35000,USA,Asian
3840,120000,Canada,Black
3841,75000,USA,Asian
3842,30000,Australia,Australian
3843,160000,Australia,White
3844,60000,Canada,Asian
3845,85000,UK,Asian
3846,70000,Australia,Australian
3847,50000,USA,White
3848,140000,Australia,Asian
3849,75000,Canada,Asian
3850,35000,Canada,Asian
3851,110000,UK,Welsh
3852,65000,UK,White
3853,180000,UK,Asian
3854,35000,Australia,White
3855,120000,UK,Asian
3856,75000,USA,African American
3857,30000,UK,Welsh
3858,160000,UK,Welsh
3859,60000,China,Chinese
3860,85000,China,White
3861,70000,China,Chinese
3862,50000,Canada,Black
3863,140000,Canada,Black
3864,75000,Australia,Australian
3865,35000,Australia,Asian
3866,110000,Canada,Black
3867,65000,China,Chinese
3868,180000,UK,Asian
3869,35000,Canada,White
3870,120000,China,Korean
3871,75000,USA,Asian
3872,30000,USA,African American
3873,160000,Canada,Asian
3874,60000,UK,Asian
3875,85000,UK,Welsh
3876,70000,UK,Welsh
3877,50000,China,White
3878,140000,Canada,Black
3879,75000,Canada,White
3880,35000,UK,White
3881,110000,UK,Mixed
3882,65000,Canada,Asian
3883,180000,China,White
3884,35000,Australia,White
3885,120000,Australia,Australian
3886,75000,Canada,Black
3887,30000,Canada,White
3888,160000,Australia,White
3889,60000,China,Korean
3890,55000,Canada,Asian
3891,90000,UK,Asian
3892,160000,Australia,Asian
3893,60000,Canada,White
3894,25000,USA,African American
3895,70000,Australia,Asian
3896,100000,Australia,Asian
3897,45000,UK,Asian
3898,140000,Australia,Asian
3899,75000,Canada,Black
3900,30000,USA,African American
3901,120000,Canada,Black
3902,65000,Canada,White
3903,190000,Australia,Australian
3904,35000,China,Korean
3905,130000,China,Chinese
3906,85000,Australia,Asian
3907,25000,Australia,Asian
3908,150000,China,White
3909,60000,Australia,Australian
3910,100000,USA,Asian
3911,75000,Canada,White
3912,50000,Australia,White
3913,140000,China,Korean
3914,75000,Canada,Black
3915,30000,China,Chinese
3916,120000,UK,White
3917,65000,China,Korean
3918,190000,Australia,White
3919,35000,Australia,Australian
3920,130000,China,White
3921,85000,UK,Welsh
3922,25000,Australia,Australian
3923,150000,Canada,White
3924,60000,China,Chinese
3925,100000,China,Chinese
3926,75000,USA,Asian
3927,50000,USA,Hispanic
3928,140000,Canada,White
3929,75000,Australia,White
3930,30000,USA,White
3931,120000,China,Korean
3932,65000,China,White
3933,190000,Australia,Australian
3934,35000,Australia,Asian
3935,130000,China,Chinese
3936,85000,Canada,Asian
3937,25000,Canada,Asian
3938,150000,China,White
3939,60000,USA,Hispanic
3940,100000,UK,Asian
3941,75000,China,Korean
3942,50000,Canada,Black
3943,140000,Canada,Black
3944,75000,USA,Asian
3945,30000,Australia,Australian
3946,120000,USA,Hispanic
3947,65000,UK,Asian
3948,190000,Canada,Asian
3949,35000,USA,Hispanic
3950,130000,UK,White
3951,85000,Canada,Asian
3952,25000,UK,White
3953,150000,USA,African American
3954,60000,China,White
3955,100000,USA,White
3956,75000,Australia,Asian
3957,50000,Australia,Australian
3958,140000,USA,White
3959,75000,Canada,Black
3960,30000,Australia,Australian
3961,120000,USA,White
3962,65000,UK,Mixed
3963,190000,Canada,Asian
3964,35000,Canada,Asian
3965,130000,China,Korean
3966,85000,USA,White
3967,25000,Australia,Australian
3968,150000,USA,Hispanic
3969,60000,Australia,White
3970,100000,Canada,Asian
3971,75000,Australia,Australian
3972,50000,USA,White
3973,140000,Canada,Black
3974,75000,UK,Asian
3975,30000,USA,African American
3976,120000,China,Chinese
3977,65000,China,Chinese
3978,190000,UK,White
3979,35000,UK,Asian
3980,130000,USA,White
3981,85000,UK,Welsh
3982,25000,USA,White
3983,150000,Australia,Australian
3984,60000,China,Chinese
3985,100000,USA,Asian
3986,75000,China,Chinese
3987,50000,Australia,Australian
3988,140000,Australia,White
3989,75000,China,Korean
3990,30000,UK,Welsh
3991,120000,China,White
3992,65000,China,White
3993,190000,Australia,White
3994,35000,Australia,White
3995,130000,UK,Asian
3996,85000,USA,Asian
3997,25000,USA,African American
3998,150000,Australia,White
3999,60000,UK,Mixed
4000,100000,China,Chinese
4001,75000,USA,White
4002,50000,Australia,Asian
4003,140000,USA,African American
4004,75000,China,Chinese
4005,30000,Canada,White
4006,120000,USA,African American
4007,65000,USA,Asian
4008,190000,Australia,White
4009,35000,Canada,White
4010,130000,China,White
4011,85000,Australia,Asian
4012,25000,USA,White
4013,150000,USA,African American
4014,60000,China,Korean
4015,80000,UK,Mixed
4016,60000,UK,White
4017,130000,China,Korean
4018,45000,China,Chinese
4019,25000,USA,Asian
4020,90000,USA,African American
4021,170000,USA,Hispanic
4022,40000,Canada,Asian
4023,150000,UK,Mixed
4024,95000,Australia,Australian
4025,25000,USA,Hispanic
4026,110000,Canada,Asian
4027,70000,Australia,Australian
4028,220000,UK,White
4029,35000,USA,African American
4030,140000,China,Chinese
4031,110000,UK,Asian
4032,25000,China,White
4033,160000,USA,White
4034,80000,UK,White
4035,120000,Canada,Black
4036,90000,UK,Asian
4037,45000,USA,Asian
4038,150000,UK,Welsh
4039,95000,USA,Hispanic
4040,25000,UK,Asian
4041,110000,Australia,White
4042,70000,UK,Mixed
4043,220000,UK,Mixed
4044,35000,USA,Asian
4045,140000,Australia,White
4046,110000,China,Korean
4047,25000,China,Chinese
4048,160000,UK,Welsh
4049,80000,China,Chinese
4050,120000,China,Korean
4051,90000,Australia,Australian
4052,45000,USA,Hispanic
4053,150000,USA,Asian
4054,95000,Canada,Asian
4055,25000,Australia,Australian
4056,110000,Australia,Asian
4057,70000,Canada,Asian
4058,220000,China,White
4059,35000,China,Chinese
4060,140000,USA,African American
4061,110000,USA,African American
4062,25000,Australia,Asian
4063,160000,Australia,Australian
4064,80000,China,White
4065,120000,USA,Hispanic
4066,90000,USA,African American
4067,45000,Australia,Australian
4068,150000,Australia,Australian
4069,95000,UK,White
4070,25000,Canada,Asian
4071,110000,UK,Welsh
4072,70000,China,Chinese
4073,220000,Australia,Asian
4074,35000,Australia,Asian
4075,140000,UK,Asian
4076,110000,Australia,Asian
4077,25000,UK,White
4078,160000,UK,Mixed
4079,80000,Australia,Australian
4080,120000,China,Chinese
4081,90000,USA,White
4082,45000,USA,White
4083,150000,Canada,Asian
4084,95000,China,Chinese
4085,25000,Canada,Black
4086,110000,USA,White
4087,70000,China,White
4088,220000,Canada,White
4089,35000,China,White
4090,140000,USA,Hispanic
4091,110000,USA,Hispanic
4092,25000,USA,African American
4093,160000,Canada,Black
4094,80000,Australia,Australian
4095,120000,China,Chinese
4096,90000,China,White
4097,45000,China,Korean
4098,150000,USA,African American
4099,95000,Canada,White
4100,25000,USA,Asian
4101,110000,USA,Hispanic
4102,70000,USA,Asian
4103,220000,USA,Hispanic
4104,35000,Canada,Asian
4105,140000,USA,White
4106,110000,UK,Mixed
4107,25000,Canada,Asian
4108,160000,China,White
4109,80000,Australia,Asian
4110,120000,China,Korean
4111,90000,China,White
4112,45000,Australia,White
4113,150000,USA,Hispanic
4114,95000,UK,Asian
4115,25000,Canada,White
4116,110000,USA,African American
4117,70000,Australia,Asian
4118,220000,Australia,Asian
4119,35000,Australia,Australian
4120,140000,UK,Mixed
4121,110000,China,Korean
4122,25000,Canada,Black
4123,160000,China,Korean
4124,80000,China,White
4125,120000,Canada,Asian
4126,90000,China,White
4127,45000,USA,White
4128,150000,Canada,Asian
4129,95000,China,Korean
4130,25000,Australia,White
4131,110000,Australia,Asian
4132,70000,Canada,Black
4133,220000,China,White
4134,35000,Australia,White
4135,140000,UK,Welsh
4136,110000,UK,Welsh
4137,25000,Canada,White
4138,160000,Australia,Asian
4139,80000,USA,Hispanic
4140,85000,Canada,White
4141,62000,China,Korean
4142,138000,China,Korean
4143,47000,China,Korean
4144,26000,Australia,Australian
4145,95000,UK,Asian
4146,174000,Canada,Asian
4147,41000,China,Chinese
4148,162000,Australia,White
4149,99000,Canada,Black
4150,26000,Canada,White
4151,117000,UK,White
4152,75000,Australia,Australian
4153,225000,UK,Asian
4154,36000,UK,Asian
4155,146000,USA,White
4156,113000,Australia,Asian
4157,26000,Canada,Asian
4158,168000,USA,Asian
4159,85000,USA,Asian
4160,122000,Australia,Australian
4161,96000,Australia,Australian
4162,49000,Australia,Asian
4163,162000,China,Chinese
4164,99000,UK,Welsh
4165,26000,Australia,Asian
4166,117000,USA,Asian
4167,75000,USA,African American
4168,225000,USA,Hispanic
4169,36000,USA,Asian
4170,146000,Australia,Australian
4171,113000,UK,Asian
4172,26000,Australia,White
4173,168000,Canada,Black
4174,85000,USA,African American
4175,122000,Australia,Asian
4176,96000,USA,Hispanic
4177,49000,Canada,Black
4178,162000,Canada,Black
4179,99000,UK,Mixed
4180,26000,Canada,White
4181,117000,USA,Hispanic
4182,75000,Australia,Asian
4183,225000,Australia,Australian
4184,36000,UK,Mixed
4185,146000,UK,White
4186,113000,USA,White
4187,26000,UK,Welsh
4188,168000,USA,White
4189,85000,Australia,Asian
4190,122000,UK,Welsh
4191,96000,Australia,Asian
4192,49000,China,Korean
4193,162000,Australia,Australian
4194,99000,Australia,Asian
4195,26000,USA,Hispanic
4196,117000,Australia,Asian
4197,75000,USA,White
4198,225000,Australia,Australian
4199,36000,Australia,Asian
4200,146000,Australia,White
4201,113000,Australia,Asian
4202,26000,China,Chinese
4203,168000,UK,Asian
4204,85000,USA,White
4205,122000,UK,Asian
4206,96000,UK,Asian
4207,49000,China,Chinese
4208,162000,Canada,Asian
4209,99000,China,White
4210,26000,UK,Welsh
4211,117000,Canada,Asian
4212,75000,China,White
4213,225000,Australia,White
4214,36000,Australia,Australian
4215,146000,USA,African American
4216,113000,China,White
4217,26000,Canada,White
4218,168000,Canada,Black
4219,85000,UK,White
4220,122000,UK,Mixed
4221,96000,China,Chinese
4222,49000,Canada,Asian
4223,162000,China,White
4224,99000,UK,Asian
4225,26000,USA,Hispanic
4226,117000,Canada,Asian
4227,75000,Canada,Black
4228,225000,UK,White
4229,36000,Australia,White
4230,146000,Canada,White
4231,113000,Canada,Black
4232,26000,UK,Welsh
4233,168000,Canada,White
4234,85000,UK,White
4235,122000,Canada,Black
4236,96000,China,White
4237,49000,USA,Hispanic
4238,162000,USA,Asian
4239,99000,China,Chinese
4240,26000,Canada,White
4241,117000,USA,African American
4242,75000,UK,Asian
4243,225000,Australia,White
4244,36000,UK,Mixed
4245,146000,UK,White
4246,113000,Canada,Black
4247,26000,Canada,Asian
4248,168000,USA,Hispanic
4249,85000,Canada,White
4250,122000,Australia,Australian
4251,96000,China,Chinese
4252,49000,Australia,Asian
4253,162000,USA,African American
4254,99000,USA,White
4255,26000,USA,Hispanic
4256,117000,USA,White
4257,75000,UK,Mixed
4258,225000,UK,Welsh
4259,36000,Australia,Asian
4260,146000,USA,African American
4261,113000,China,White
4262,26000,USA,White
4263,168000,UK,Mixed
4264,85000,Australia,Australian
4265,95000,USA,White
4266,180000,UK,Asian
4267,41000,UK,Welsh
4268,26000,USA,White
4269,68000,UK,Asian
4270,127000,UK,Asian
4271,47000,Canada,White
4272,155000,Canada,Asian
4273,92000,China,Korean
4274,26000,Australia,White
4275,125000,Australia,Australian
4276,71000,UK,Mixed
4277,240000,Canada,Black
4278,36000,Canada,White
4279,152000,China,Chinese
4280,119000,Australia,Asian
4281,26000,USA,African American
4282,190000,Australia,Asian
4283,85000,USA,Hispanic
4284,131000,UK,White
4285,101000,USA,White
4286,49000,UK,Asian
4287,182000,USA,Asian
4288,92000,China,Chinese
4289,26000,China,White
4290,125000,China,Korean
4291,71000,Canada,Black
4292,240000,UK,Welsh
4293,36000,USA,Asian
4294,152000,Australia,White
4295,119000,USA,Hispanic
4296,26000,China,Chinese
4297,190000,Canada,Asian
4298,85000,UK,White
4299,131000,USA,Asian
4300,101000,USA,African American
4301,49000,UK,Welsh
4302,182000,USA,African American
4303,92000,Canada,White
4304,26000,Canada,Asian
4305,125000,Canada,White
4306,71000,Australia,White
4307,240000,China,Korean
4308,36000,USA,African American
4309,152000,Australia,White
4310,119000,USA,African American
4311,26000,Australia,Asian
4312,190000,China,Korean
4313,85000,China,Chinese
4314,131000,China,White
4315,101000,China,Korean
4316,49000,UK,White
4317,182000,Australia,White
4318,92000,USA,Asian
4319,26000,USA,White
4320,125000,UK,Mixed
4321,71000,Canada,Asian
4322,240000,China,Chinese
4323,36000,UK,Asian
4324,152000,UK,Mixed
4325,119000,USA,African American
4326,26000,UK,Mixed
4327,190000,UK,Mixed
4328,85000,UK,Asian
4329,131000,UK,Welsh
4330,101000,USA,African American
4331,49000,Canada,White
4332,182000,UK,Welsh
4333,92000,UK,Mixed
4334,26000,Australia,White
4335,125000,UK,White
4336,71000,USA,White
4337,240000,USA,White
4338,36000,China,Chinese
4339,152000,UK,White
4340,119000,USA,Hispanic
4341,26000,China,Chinese
4342,190000,USA,Hispanic
4343,85000,China,Chinese
4344,131000,Canada,Black
4345,101000,Australia,White
4346,49000,Australia,Asian
4347,182000,Australia,Australian
4348,92000,Canada,Asian
4349,26000,Australia,White
4350,125000,China,Korean
4351,71000,Australia,Asian
4352,240000,Canada,Black
4353,36000,Australia,Asian
4354,152000,Australia,White
4355,119000,Canada,Asian
4356,26000,UK,Mixed
4357,190000,Australia,Asian
4358,85000,Canada,Black
4359,131000,Australia,Asian
4360,101000,USA,African American
4361,49000,USA,Hispanic
4362,182000,China,Chinese
4363,92000,Australia,White
4364,26000,Canada,Black
4365,125000,China,White
4366,71000,USA,Asian
4367,240000,Canada,White
4368,36000,Canada,White
4369,152000,China,Korean
4370,119000,China,Chinese
4371,26000,China,White
4372,190000,USA,Hispanic
4373,85000,Australia,Asian
4374,131000,UK,Welsh
4375,101000,Canada,Black
4376,49000,UK,Mixed
4377,182000,Canada,Black
4378,92000,Australia,Australian
4379,26000,UK,White
4380,125000,China,White
4381,71000,Canada,Asian
4382,240000,Canada,Asian
4383,36000,Canada,White
4384,152000,UK,Welsh
4385,119000,Australia,Asian
4386,26000,China,Chinese
4387,190000,Australia,White
4388,85000,UK,Welsh
4389,131000,China,Korean
4390,62000,Canada,White
4391,137000,USA,Asian
4392,112000,UK,Welsh
4393,45000,USA,White
4394,25000,USA,Hispanic
4395,91000,USA,White
4396,179000,UK,Asian
4397,74000,Canada,White
4398,228000,Canada,White
4399,37000,Australia,Asian
4400,193000,UK,Asian
4401,119000,Canada,Black
4402,25000,Canada,Black
4403,204000,Australia,White
4404,61000,UK,Mixed
4405,157000,Canada,Asian
4406,92000,Australia,Australian
4407,52000,USA,White
4408,58000,USA,African American
4409,219000,Canada,Asian
4410,77000,Canada,Black
4411,104000,Australia,White
4412,25000,Canada,Asian
4413,204000,UK,White
4414,37000,USA,African American
4415,183000,Canada,Asian
4416,119000,Australia,Australian
4417,25000,UK,Mixed
4418,204000,UK,Mixed
4419,61000,China,Korean
4420,157000,Australia,Australian
4421,92000,USA,White
4422,52000,Australia,Asian
4423,58000,Canada,Black
4424,219000,UK,Mixed
4425,77000,Australia,White
4426,104000,USA,White
4427,25000,UK,White
4428,204000,USA,White
4429,37000,Canada,White
4430,183000,Australia,White
4431,119000,UK,Welsh
4432,25000,Canada,Asian
4433,204000,China,Korean
4434,61000,USA,Asian
4435,157000,Canada,White
4436,92000,China,Korean
4437,52000,China,Korean
4438,58000,USA,Hispanic
4439,219000,Australia,Australian
4440,77000,UK,White
4441,104000,Canada,White
4442,25000,Canada,White
4443,204000,China,Korean
4444,37000,Canada,Black
4445,183000,China,Chinese
4446,119000,China,Chinese
4447,25000,Canada,Asian
4448,204000,Canada,White
4449,61000,Australia,White
4450,157000,UK,Welsh
4451,92000,China,Chinese
4452,52000,China,Chinese
4453,58000,USA,African American
4454,219000,UK,Mixed
4455,77000,Canada,White
4456,104000,Canada,Asian
4457,25000,Australia,White
4458,204000,China,Chinese
4459,37000,China,White
4460,183000,UK,Mixed
4461,119000,USA,African American
4462,25000,UK,Mixed
4463,204000,Australia,Australian
